,Point 0,Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8
65,74.52,115.092,77.00399999999999,83.628,79.488,74.52,96.048,94.392,105.984
66,74.52,115.092,77.00399999999999,83.628,79.488,74.52,96.048,94.392,105.984
67,65.41199999999999,82.8,84.45599999999999,78.66,78.66,78.66,88.59599999999999,110.952,137.44799999999998
68,65.41199999999999,82.8,84.45599999999999,78.66,78.66,78.66,88.59599999999999,110.952,137.44799999999998
69,63.756,62.099999999999994,115.91999999999999,93.564,88.59599999999999,74.52,79.488,93.564,95.22
70,63.756,62.099999999999994,115.91999999999999,93.564,88.59599999999999,74.52,79.488,93.564,95.22
71,67.896,66.24,89.42399999999999,134.136,102.672,82.8,77.00399999999999,86.112,99.36
72,67.896,66.24,89.42399999999999,134.136,102.672,82.8,77.00399999999999,86.112,99.36
73,67.896,66.24,89.42399999999999,134.136,102.672,82.8,77.00399999999999,86.112,99.36
74,62.099999999999994,59.616,77.00399999999999,114.264,108.46799999999999,97.704,79.488,81.14399999999999,92.73599999999999
75,62.099999999999994,59.616,77.00399999999999,114.264,108.46799999999999,97.704,79.488,81.14399999999999,92.73599999999999
76,64.584,52.992,63.756,94.392,123.372,114.264,91.08,83.628,92.73599999999999
77,64.584,52.992,63.756,94.392,123.372,114.264,91.08,83.628,92.73599999999999
78,64.584,52.992,63.756,94.392,123.372,114.264,91.08,83.628,92.73599999999999
79,74.52,50.507999999999996,54.647999999999996,84.45599999999999,120.88799999999999,109.29599999999999,101.844,86.94,96.87599999999999
80,74.52,50.507999999999996,54.647999999999996,84.45599999999999,120.88799999999999,109.29599999999999,101.844,86.94,96.87599999999999
81,84.45599999999999,62.928,45.54,53.82,77.832,87.768,125.856,106.812,94.392
82,84.45599999999999,62.928,45.54,53.82,77.832,87.768,125.856,106.812,94.392
83,99.36,78.66,48.852,48.024,70.38,87.768,118.404,110.124,105.984
84,99.36,78.66,48.852,48.024,70.38,87.768,118.404,110.124,105.984
85,86.112,94.392,67.896,47.196,67.896,75.348,120.05999999999999,110.952,101.844
86,86.112,94.392,67.896,47.196,67.896,75.348,120.05999999999999,110.952,101.844
87,86.94,78.66,84.45599999999999,48.024,55.476,72.036,96.87599999999999,124.19999999999999,95.22
88,86.94,78.66,84.45599999999999,48.024,55.476,72.036,96.87599999999999,124.19999999999999,95.22
89,86.94,78.66,84.45599999999999,48.024,55.476,72.036,96.87599999999999,124.19999999999999,95.22
90,86.94,78.66,84.45599999999999,48.024,55.476,72.036,96.87599999999999,124.19999999999999,95.22
91,80.316,72.86399999999999,77.832,51.336,55.476,66.24,96.87599999999999,111.78,106.812
92,80.316,72.86399999999999,77.832,51.336,55.476,66.24,96.87599999999999,111.78,106.812
93,69.55199999999999,67.068,77.00399999999999,81.14399999999999,70.38,61.272,82.8,101.844,105.984
94,69.55199999999999,67.068,77.00399999999999,81.14399999999999,70.38,61.272,82.8,101.844,105.984
95,68.72399999999999,51.336,86.112,89.42399999999999,73.692,59.616,74.52,101.844,108.46799999999999
96,68.72399999999999,51.336,86.112,89.42399999999999,73.692,59.616,74.52,101.844,108.46799999999999
97,61.272,46.367999999999995,88.59599999999999,80.316,79.488,68.72399999999999,68.72399999999999,89.42399999999999,101.844
98,61.272,46.367999999999995,88.59599999999999,80.316,79.488,68.72399999999999,68.72399999999999,89.42399999999999,101.844
99,61.272,46.367999999999995,88.59599999999999,80.316,79.488,68.72399999999999,68.72399999999999,89.42399999999999,101.844
100,61.272,52.163999999999994,77.00399999999999,82.8,77.00399999999999,80.316,75.348,84.45599999999999,102.672
101,61.272,52.163999999999994,77.00399999999999,82.8,77.00399999999999,80.316,75.348,84.45599999999999,102.672
102,61.272,52.163999999999994,77.00399999999999,82.8,77.00399999999999,80.316,75.348,84.45599999999999,102.672
103,51.336,49.68,67.896,91.08,76.176,84.45599999999999,77.00399999999999,83.628,102.672
104,51.336,49.68,67.896,91.08,76.176,84.45599999999999,77.00399999999999,83.628,102.672
105,57.132,51.336,55.476,59.616,91.908,91.08,101.01599999999999,84.45599999999999,96.87599999999999
106,57.132,51.336,55.476,59.616,91.908,91.08,101.01599999999999,84.45599999999999,96.87599999999999
107,71.208,52.992,55.476,57.959999999999994,92.73599999999999,95.22,109.29599999999999,89.42399999999999,100.18799999999999
108,71.208,52.992,55.476,57.959999999999994,92.73599999999999,95.22,109.29599999999999,89.42399999999999,100.18799999999999
109,72.036,54.647999999999996,57.959999999999994,62.099999999999994,81.14399999999999,110.124,103.5,112.60799999999999,103.5
110,72.036,54.647999999999996,57.959999999999994,62.099999999999994,81.14399999999999,110.124,103.5,112.60799999999999,103.5
111,69.55199999999999,52.992,67.896,52.992,62.928,96.87599999999999,105.15599999999999,121.716,105.15599999999999
112,69.55199999999999,52.992,67.896,52.992,62.928,96.87599999999999,105.15599999999999,121.716,105.15599999999999
113,69.55199999999999,52.992,67.896,52.992,62.928,96.87599999999999,105.15599999999999,121.716,105.15599999999999
114,69.55199999999999,52.992,67.896,52.992,62.928,96.87599999999999,105.15599999999999,121.716,105.15599999999999
115,73.692,62.099999999999994,62.928,58.788,64.584,91.908,129.99599999999998,122.544,102.672
116,73.692,62.099999999999994,62.928,58.788,64.584,91.908,129.99599999999998,122.544,102.672
117,73.692,62.099999999999994,62.928,58.788,64.584,91.908,129.99599999999998,122.544,102.672
118,82.8,65.41199999999999,55.476,52.163999999999994,75.348,74.52,112.60799999999999,154.00799999999998,124.19999999999999
119,82.8,65.41199999999999,55.476,52.163999999999994,75.348,74.52,112.60799999999999,154.00799999999998,124.19999999999999
120,66.24,75.348,52.163999999999994,57.959999999999994,67.068,72.86399999999999,113.43599999999999,149.868,139.10399999999998
121,64.584,81.972,58.788,60.443999999999996,64.584,79.488,110.952,129.168,155.664
122,64.584,81.972,58.788,60.443999999999996,64.584,79.488,110.952,129.168,155.664
123,64.584,81.972,58.788,60.443999999999996,64.584,79.488,110.952,129.168,155.664
124,69.55199999999999,73.692,71.208,57.959999999999994,67.068,82.8,101.844,128.34,151.524
125,69.55199999999999,73.692,71.208,57.959999999999994,67.068,82.8,101.844,128.34,151.524
126,69.55199999999999,73.692,71.208,57.959999999999994,67.068,82.8,101.844,128.34,151.524
127,69.55199999999999,73.692,71.208,57.959999999999994,67.068,82.8,101.844,128.34,151.524
128,69.55199999999999,73.692,71.208,57.959999999999994,67.068,82.8,101.844,128.34,151.524
129,69.55199999999999,73.692,71.208,57.959999999999994,67.068,82.8,101.844,128.34,151.524
130,72.036,68.72399999999999,80.316,63.756,68.72399999999999,89.42399999999999,98.532,128.34,154.83599999999998
131,72.036,68.72399999999999,80.316,63.756,68.72399999999999,89.42399999999999,98.532,128.34,154.83599999999998
132,72.036,62.928,79.488,87.768,72.036,91.908,102.672,116.74799999999999,149.868
133,68.72399999999999,63.756,75.348,91.908,76.176,89.42399999999999,105.15599999999999,118.404,143.244
134,68.72399999999999,63.756,75.348,91.908,76.176,89.42399999999999,105.15599999999999,118.404,143.244
135,67.068,67.068,73.692,103.5,85.28399999999999,100.18799999999999,101.844,120.05999999999999,139.932
136,67.068,67.068,73.692,103.5,85.28399999999999,100.18799999999999,101.844,120.05999999999999,139.932
137,60.443999999999996,68.72399999999999,75.348,112.60799999999999,105.984,105.984,104.32799999999999,124.19999999999999,142.416
138,60.443999999999996,68.72399999999999,75.348,112.60799999999999,105.984,105.984,104.32799999999999,124.19999999999999,142.416
139,60.443999999999996,68.72399999999999,75.348,112.60799999999999,105.984,105.984,104.32799999999999,124.19999999999999,142.416
140,66.24,71.208,77.00399999999999,105.984,121.716,108.46799999999999,102.672,125.02799999999999,126.684
141,66.24,71.208,77.00399999999999,105.984,121.716,108.46799999999999,102.672,125.02799999999999,126.684
142,68.72399999999999,72.86399999999999,90.252,104.32799999999999,139.10399999999998,105.984,105.15599999999999,110.124,120.88799999999999
143,72.036,81.14399999999999,94.392,106.812,125.02799999999999,113.43599999999999,106.812,105.15599999999999,116.74799999999999
144,72.036,81.14399999999999,94.392,106.812,125.02799999999999,113.43599999999999,106.812,105.15599999999999,116.74799999999999
145,71.208,91.08,99.36,108.46799999999999,121.716,116.74799999999999,105.984,95.22,109.29599999999999
146,71.208,91.08,99.36,108.46799999999999,121.716,116.74799999999999,105.984,95.22,109.29599999999999
147,71.208,91.08,99.36,108.46799999999999,121.716,116.74799999999999,105.984,95.22,109.29599999999999
148,72.036,99.36,101.844,106.812,132.48,115.092,105.15599999999999,90.252,102.672
149,72.036,99.36,101.844,106.812,132.48,115.092,105.15599999999999,90.252,102.672
150,72.036,99.36,101.844,106.812,132.48,115.092,105.15599999999999,90.252,102.672
151,76.176,103.5,102.672,95.22,121.716,113.43599999999999,103.5,86.112,96.048
152,76.176,103.5,102.672,95.22,121.716,113.43599999999999,103.5,86.112,96.048
153,84.45599999999999,104.32799999999999,96.048,90.252,110.952,121.716,110.124,80.316,96.048
154,84.45599999999999,104.32799999999999,96.048,90.252,110.952,121.716,110.124,80.316,96.048
155,92.73599999999999,101.01599999999999,94.392,94.392,110.952,106.812,112.60799999999999,89.42399999999999,82.8
156,92.73599999999999,101.01599999999999,94.392,94.392,110.952,106.812,112.60799999999999,89.42399999999999,82.8
157,88.59599999999999,98.532,93.564,95.22,94.392,96.048,115.092,100.18799999999999,86.112
158,88.59599999999999,98.532,93.564,95.22,94.392,96.048,115.092,100.18799999999999,86.112
159,97.704,93.564,93.564,89.42399999999999,96.048,86.94,106.812,110.952,86.112
160,97.704,93.564,93.564,89.42399999999999,96.048,86.94,106.812,110.952,86.112
161,97.704,93.564,93.564,89.42399999999999,96.048,86.94,106.812,110.952,86.112
162,97.704,93.564,93.564,89.42399999999999,96.048,86.94,106.812,110.952,86.112
163,90.252,86.112,91.908,81.14399999999999,92.73599999999999,81.14399999999999,90.252,120.88799999999999,88.59599999999999
164,90.252,86.112,91.908,81.14399999999999,92.73599999999999,81.14399999999999,90.252,120.88799999999999,88.59599999999999
165,91.908,76.176,78.66,80.316,68.72399999999999,79.488,73.692,106.812,124.19999999999999
166,91.908,76.176,78.66,80.316,68.72399999999999,79.488,73.692,106.812,124.19999999999999
167,94.392,79.488,81.972,72.86399999999999,66.24,79.488,72.036,77.00399999999999,133.308
168,94.392,79.488,81.972,72.86399999999999,66.24,79.488,72.036,77.00399999999999,133.308
169,94.392,79.488,81.972,72.86399999999999,66.24,79.488,72.036,77.00399999999999,133.308
170,101.844,81.14399999999999,77.00399999999999,76.176,66.24,75.348,67.896,71.208,118.404
171,101.844,81.14399999999999,77.00399999999999,76.176,66.24,75.348,67.896,71.208,118.404
172,139.10399999999998,77.832,72.86399999999999,72.86399999999999,63.756,72.036,65.41199999999999,62.928,96.048
173,139.10399999999998,77.832,72.86399999999999,72.86399999999999,63.756,72.036,65.41199999999999,62.928,96.048
174,139.10399999999998,77.832,72.86399999999999,72.86399999999999,63.756,72.036,65.41199999999999,62.928,96.048
175,132.48,110.124,67.896,70.38,62.928,57.959999999999994,65.41199999999999,62.928,70.38
176,132.48,110.124,67.896,70.38,62.928,57.959999999999994,65.41199999999999,62.928,70.38
177,132.48,110.124,67.896,70.38,62.928,57.959999999999994,65.41199999999999,62.928,70.38
178,111.78,130.82399999999998,84.45599999999999,74.52,58.788,53.82,70.38,62.099999999999994,72.86399999999999
179,111.78,130.82399999999998,84.45599999999999,74.52,58.788,53.82,70.38,62.099999999999994,72.86399999999999
180,101.844,130.82399999999998,96.87599999999999,71.208,62.099999999999994,55.476,57.132,61.272,71.208
181,84.45599999999999,137.44799999999998,102.672,81.972,78.66,52.992,60.443999999999996,64.584,67.068
182,84.45599999999999,137.44799999999998,102.672,81.972,78.66,52.992,60.443999999999996,64.584,67.068
183,84.45599999999999,137.44799999999998,102.672,81.972,78.66,52.992,60.443999999999996,64.584,67.068
184,80.316,120.05999999999999,111.78,81.972,79.488,69.55199999999999,60.443999999999996,71.208,67.068
185,80.316,120.05999999999999,111.78,81.972,79.488,69.55199999999999,60.443999999999996,71.208,67.068
186,80.316,120.05999999999999,111.78,81.972,79.488,69.55199999999999,60.443999999999996,71.208,67.068
187,81.14399999999999,98.532,115.91999999999999,77.832,82.8,74.52,80.316,77.00399999999999,73.692
188,81.14399999999999,98.532,115.91999999999999,77.832,82.8,74.52,80.316,77.00399999999999,73.692
189,89.42399999999999,75.348,110.124,81.14399999999999,81.14399999999999,87.768,85.28399999999999,81.972,79.488
190,89.42399999999999,75.348,110.124,81.14399999999999,81.14399999999999,87.768,85.28399999999999,81.972,79.488
191,91.08,65.41199999999999,88.59599999999999,82.8,85.28399999999999,88.59599999999999,83.628,86.94,84.45599999999999
192,91.08,65.41199999999999,88.59599999999999,82.8,85.28399999999999,88.59599999999999,83.628,86.94,84.45599999999999
193,98.532,65.41199999999999,74.52,84.45599999999999,93.564,102.672,83.628,94.392,96.048
194,98.532,65.41199999999999,74.52,84.45599999999999,93.564,102.672,83.628,94.392,96.048
195,98.532,65.41199999999999,74.52,84.45599999999999,93.564,102.672,83.628,94.392,96.048
196,87.768,64.584,67.896,85.28399999999999,83.628,111.78,92.73599999999999,117.576,107.64
197,87.768,64.584,67.896,85.28399999999999,83.628,111.78,92.73599999999999,117.576,107.64
198,87.768,64.584,67.896,85.28399999999999,83.628,111.78,92.73599999999999,117.576,107.64
199,85.28399999999999,75.348,62.928,70.38,66.24,114.264,112.60799999999999,119.232,134.964
200,85.28399999999999,75.348,62.928,70.38,66.24,114.264,112.60799999999999,119.232,134.964
201,69.55199999999999,70.38,56.303999999999995,55.476,70.38,106.812,117.576,148.212,163.944
202,69.55199999999999,70.38,56.303999999999995,55.476,70.38,106.812,117.576,148.212,163.944
203,72.036,74.52,62.928,55.476,63.756,116.74799999999999,107.64,140.76,158.976
204,72.036,74.52,62.928,55.476,63.756,116.74799999999999,107.64,140.76,158.976
205,72.036,74.52,62.928,55.476,63.756,116.74799999999999,107.64,140.76,158.976
206,64.584,59.616,66.24,54.647999999999996,59.616,79.488,138.27599999999998,127.512,199.548
207,64.584,59.616,66.24,54.647999999999996,59.616,79.488,138.27599999999998,127.512,199.548
208,65.41199999999999,55.476,84.45599999999999,57.132,53.82,71.208,105.984,125.02799999999999,169.73999999999998
209,65.41199999999999,55.476,84.45599999999999,57.132,53.82,71.208,105.984,125.02799999999999,169.73999999999998
210,65.41199999999999,55.476,84.45599999999999,57.132,53.82,71.208,105.984,125.02799999999999,169.73999999999998
211,65.41199999999999,55.476,84.45599999999999,57.132,53.82,71.208,105.984,125.02799999999999,169.73999999999998
212,66.24,55.476,75.348,60.443999999999996,57.132,73.692,117.576,163.11599999999999,163.944
213,66.24,55.476,75.348,60.443999999999996,57.132,73.692,117.576,163.11599999999999,163.944
214,78.66,62.928,50.507999999999996,84.45599999999999,65.41199999999999,101.844,92.73599999999999,122.544,168.91199999999998
215,73.692,55.476,46.367999999999995,84.45599999999999,86.112,84.45599999999999,88.59599999999999,110.952,158.976
216,73.692,55.476,46.367999999999995,84.45599999999999,86.112,84.45599999999999,88.59599999999999,110.952,158.976
217,81.14399999999999,48.024,44.711999999999996,68.72399999999999,105.15599999999999,72.036,81.972,117.576,129.168
218,81.14399999999999,48.024,44.711999999999996,68.72399999999999,105.15599999999999,72.036,81.972,117.576,129.168
219,81.14399999999999,48.024,44.711999999999996,68.72399999999999,105.15599999999999,72.036,81.972,117.576,129.168
220,69.55199999999999,59.616,44.711999999999996,62.928,103.5,72.86399999999999,75.348,90.252,102.672
221,69.55199999999999,59.616,44.711999999999996,62.928,103.5,72.86399999999999,75.348,90.252,102.672
222,69.55199999999999,59.616,44.711999999999996,62.928,103.5,72.86399999999999,75.348,90.252,102.672
223,67.068,71.208,48.024,57.959999999999994,104.32799999999999,74.52,70.38,77.832,98.532
224,67.068,71.208,48.024,57.959999999999994,104.32799999999999,74.52,70.38,77.832,98.532
225,67.068,71.208,48.024,57.959999999999994,104.32799999999999,74.52,70.38,77.832,98.532
226,67.068,61.272,66.24,59.616,86.94,102.672,76.176,65.41199999999999,83.628
227,67.068,61.272,66.24,59.616,86.94,102.672,76.176,65.41199999999999,83.628
228,62.099999999999994,60.443999999999996,81.14399999999999,57.959999999999994,79.488,99.36,104.32799999999999,69.55199999999999,80.316
229,61.272,61.272,86.112,62.928,73.692,82.8,97.704,83.628,73.692
230,61.272,61.272,86.112,62.928,73.692,82.8,97.704,83.628,73.692
231,59.616,61.272,81.14399999999999,67.896,67.068,76.176,96.048,96.048,77.00399999999999
232,59.616,61.272,81.14399999999999,67.896,67.068,76.176,96.048,96.048,77.00399999999999
233,59.616,61.272,81.14399999999999,67.896,67.068,76.176,96.048,96.048,77.00399999999999
234,59.616,61.272,81.14399999999999,67.896,67.068,76.176,96.048,96.048,77.00399999999999
235,68.72399999999999,63.756,74.52,76.176,62.099999999999994,72.036,86.94,96.048,82.8
236,68.72399999999999,63.756,74.52,76.176,62.099999999999994,72.036,86.94,96.048,82.8
237,72.036,68.72399999999999,73.692,88.59599999999999,57.132,62.099999999999994,81.972,89.42399999999999,114.264
238,72.036,68.72399999999999,73.692,88.59599999999999,57.132,62.099999999999994,81.972,89.42399999999999,114.264
239,81.14399999999999,67.896,74.52,86.112,56.303999999999995,56.303999999999995,72.036,83.628,106.812
240,81.14399999999999,67.896,74.52,86.112,56.303999999999995,56.303999999999995,72.036,83.628,106.812
241,81.14399999999999,67.896,74.52,86.112,56.303999999999995,56.303999999999995,72.036,83.628,106.812
242,81.14399999999999,65.41199999999999,68.72399999999999,82.8,68.72399999999999,57.959999999999994,67.068,79.488,106.812
243,81.14399999999999,65.41199999999999,68.72399999999999,82.8,68.72399999999999,57.959999999999994,67.068,79.488,106.812
244,84.45599999999999,89.42399999999999,62.928,70.38,77.00399999999999,58.788,64.584,80.316,99.36
245,84.45599999999999,89.42399999999999,62.928,70.38,77.00399999999999,58.788,64.584,80.316,99.36
246,84.45599999999999,89.42399999999999,62.928,70.38,77.00399999999999,58.788,64.584,80.316,99.36
247,77.00399999999999,101.844,62.099999999999994,62.099999999999994,89.42399999999999,57.132,67.068,82.8,96.87599999999999
248,77.00399999999999,101.844,62.099999999999994,62.099999999999994,89.42399999999999,57.132,67.068,82.8,96.87599999999999
249,74.52,86.112,78.66,54.647999999999996,74.52,81.14399999999999,67.068,73.692,86.94
250,74.52,86.112,78.66,54.647999999999996,74.52,81.14399999999999,67.068,73.692,86.94
251,81.972,81.972,93.564,65.41199999999999,67.896,83.628,66.24,73.692,88.59599999999999
252,81.972,81.972,93.564,65.41199999999999,67.896,83.628,66.24,73.692,88.59599999999999
253,86.94,62.928,82.8,76.176,57.959999999999994,79.488,72.86399999999999,72.86399999999999,95.22
254,86.94,62.928,82.8,76.176,57.959999999999994,79.488,72.86399999999999,72.86399999999999,95.22
255,73.692,58.788,91.08,86.94,62.099999999999994,75.348,93.564,72.036,92.73599999999999
256,73.692,58.788,91.08,86.94,62.099999999999994,75.348,93.564,72.036,92.73599999999999
257,73.692,58.788,91.08,86.94,62.099999999999994,75.348,93.564,72.036,92.73599999999999
258,73.692,58.788,91.08,86.94,62.099999999999994,75.348,93.564,72.036,92.73599999999999
259,64.584,54.647999999999996,70.38,99.36,70.38,66.24,99.36,70.38,87.768
260,64.584,54.647999999999996,70.38,99.36,70.38,66.24,99.36,70.38,87.768
261,64.584,54.647999999999996,70.38,99.36,70.38,66.24,99.36,70.38,87.768
262,63.756,68.72399999999999,53.82,101.01599999999999,91.908,79.488,96.048,90.252,72.86399999999999
263,63.756,68.72399999999999,53.82,101.01599999999999,91.908,79.488,96.048,90.252,72.86399999999999
264,74.52,60.443999999999996,69.55199999999999,81.972,105.984,91.08,91.908,91.908,69.55199999999999
265,74.52,60.443999999999996,69.55199999999999,81.972,105.984,91.08,91.908,91.908,69.55199999999999
266,67.068,54.647999999999996,58.788,68.72399999999999,100.18799999999999,101.844,86.112,94.392,73.692
267,67.068,54.647999999999996,58.788,68.72399999999999,100.18799999999999,101.844,86.112,94.392,73.692
268,75.348,62.928,59.616,62.099999999999994,86.112,113.43599999999999,77.00399999999999,84.45599999999999,80.316
269,75.348,62.928,59.616,62.099999999999994,86.112,113.43599999999999,77.00399999999999,84.45599999999999,80.316
270,75.348,62.928,59.616,62.099999999999994,86.112,113.43599999999999,77.00399999999999,84.45599999999999,80.316
271,77.832,60.443999999999996,57.132,68.72399999999999,85.28399999999999,100.18799999999999,101.844,79.488,78.66
272,77.832,60.443999999999996,57.132,68.72399999999999,85.28399999999999,100.18799999999999,101.844,79.488,78.66
273,73.692,68.72399999999999,58.788,71.208,74.52,95.22,108.46799999999999,85.28399999999999,75.348
274,73.692,68.72399999999999,58.788,71.208,74.52,95.22,108.46799999999999,85.28399999999999,75.348
275,75.348,74.52,74.52,75.348,67.896,81.972,103.5,86.94,73.692
276,75.348,74.52,74.52,75.348,67.896,81.972,103.5,86.94,73.692
277,85.28399999999999,62.928,75.348,75.348,61.272,86.112,100.18799999999999,95.22,79.488
278,85.28399999999999,62.928,75.348,75.348,61.272,86.112,100.18799999999999,95.22,79.488
279,85.28399999999999,62.928,75.348,75.348,61.272,86.112,100.18799999999999,95.22,79.488
280,86.112,67.896,79.488,72.036,64.584,70.38,93.564,83.628,86.112
281,86.112,67.896,79.488,72.036,64.584,70.38,93.564,83.628,86.112
282,86.112,67.896,79.488,72.036,64.584,70.38,93.564,83.628,86.112
